id,sale_warn,sale_warn_msg,use_parent_address,street,supplier,city,user_id:id,zip,title,function,country_id:id,company_id,type,email,is_company,website,lang/code,fax,street2,phone,ref,active,tz,customer,credit_limit,mobile,opt_out,eev_member,eev_number,eev_alarm,region_id:id,pobox_nr,pobox_zip,pobox_city,companytype,mailing_email,mailing,department,lastname,firstname
scenario.partner_131559,warning,{\rtf1\deff0\nouicompat\splytwnine\htmautsp\plain\ql{\lang2055\,FALSE,Brandstrasse 33,true,Schlieren,scenario.res_users_rhu,8952,,,base.ch,Swisslux AG,contact,salesorders@digitalstrom.com,TRUE,,de_DE,+41 44 445 99 01,,+41 44 445 99 00,131559,true,Europe/Zurich,true,0,,TRUE,FALSE,0,FALSE,scenario.region_22,,,,,,0,,digitalSTROM AG,
scenario.partner_131891,no-message,,FALSE,Jägerstrasse 2,true,Winterthur,scenario.res_users_rhu,8406,,,base.ch,Swisslux AG,contact,knx@knx.ch,TRUE,www.knx-swiss.ch,de_DE,+41 52 2027261,,+41 52 2027260,131891,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_10,,,,,,0,,KNX Swiss,
scenario.partner_131912,no-message,,FALSE,Langholzstr. 92,true,Oetwil am See,scenario.res_users_rhu,8618,,,base.ch,Swisslux AG,contact,p.frischknecht@naturephotography.ch,TRUE,www.naturephotography.ch,de_DE,+41 44 936 19 72,,+41 44 936 19 72,131912,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_30,,,,,,0,,bilder werkstatt Frischknecht Patrick,Patrick und Martina
scenario.partner_131997,no-message,,FALSE,Zelglistr. 13,true,Oetwil am See,scenario.res_users_rhu,8618,,,base.ch,Swisslux AG,contact,R.Mustafa@gmx.ch,TRUE,,de_DE,,,+41 44 929 07 77,131997,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,,,,,,,0,,Restaurant Pizzeria Zelgli,
scenario.partner_132199,no-message,,FALSE,Im Steiles 23/1,true,Weinheim,,69469,,,base.de,Swisslux AG,contact,Team@3D-Tool.de,TRUE,www.3D-Tool.de,de_DE,+49 3212 1198 521,,,132199,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,,,,,,,0,,3D-Tool GmbH & Co. KG,
scenario.partner_132331,no-message,,FALSE,Dufourstrasse 101,true,Zürich,scenario.res_users_dla,8008,,,base.ch,Swisslux AG,contact,info@druckhelden.ch,TRUE,www.druckhelden.ch,de_DE,,,+41 44 5869842,132331,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_13,,,,,,0,,Druckhelden.ch,
scenario.partner_132379,no-message,,FALSE,Industriestr. 19,true,Bergdietikon,scenario.res_users_rhu,8962,,,base.ch,Swisslux AG,contact,,TRUE,www.tesa.ch/www.tesa.com,de_DE,+41 44 7412672,,+41 44 7443111,132379,true,Europe/Zurich,true,0,,TRUE,FALSE,0,FALSE,scenario.region_22,,,,,,0,,Tesa Tape Schweiz AG,
scenario.partner_132463,no-message,,FALSE,Europastr. 30,true,Glattbrugg,scenario.res_users_rhu,8152,,,base.ch,Swisslux AG,contact,,TRUE,,de_DE,+41 84 865 63 29,,+41 84 865 63 76,132463,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_30,,,,,,0,,OLMeRO AG,
scenario.partner_132486,no-message,,FALSE,Wilerstrasse 73,true,Gossau SG,scenario.res_users_mka,9200,,,base.ch,Swisslux AG,contact,info@astra-led.ch,TRUE,www.astra-led.ch,de_DE,,,+41 71 388 30 20,132486,true,Europe/Zurich,true,0,,TRUE,FALSE,0,FALSE,scenario.region_2,,,,,1,0,,Astra LED GmbH,
scenario.partner_132497,no-message,,FALSE,Asylstrasse 24,true,Uster,scenario.res_users_rhu,8610,,,base.ch,Swisslux AG,contact,,TRUE,www.wagerenhof.ch,de_DE,,,+41 44 9051311,132497,true,Europe/Zurich,true,0,,TRUE,FALSE,0,FALSE,scenario.region_30,,,,,,0,,Stiftung Wagerenhof,
scenario.partner_132503,no-message,,FALSE,(vorm. OpenERP SA),true,Grand-Rosière,,1367,,,base.be,Swisslux AG,contact,,TRUE,www.openerp.com/,fr_FR,,"Chaussée de Namur, 40",+32 81 813700,132503,true,Europe/Zurich,true,0,,TRUE,FALSE,0,FALSE,scenario.region_8,,,,,,0,,Odoo SA,
scenario.partner_132527,no-message,,FALSE,Werkstr. 6,true,Wetzikon ZH,scenario.res_users_rhu,8620,,,base.ch,Swisslux AG,contact,spritzguss@prontoplast.ch,TRUE,www.prontoplast.ch,de_DE,+41 44 9306847,,+41 44 9306757,132527,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_30,,,,,,0,,Prontoplast Spritzguss AG,
scenario.partner_132550,no-message,,FALSE,AMP-Strasse 2,true,Bronschhofen,scenario.res_users_mka,9552,,,base.ch,Swisslux AG,contact,info@av-buerge.ch,TRUE,www.av-buerge.ch,de_DE,+41 71 913 80 71,,+41 71 913 80 70,132550,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_1,,,,,,0,,AV Bürge AG,
scenario.partner_132592,warning,"e-mail: michael.wyss@swisslux.ch
passwort: druckerprofi

\f1 Warenwert ab CHF 500.00 ist der Versand kostenfrei!\cf0\fs17
",FALSE,Eichtalstrasse 55,true,Hombrechtikon,scenario.res_users_rhu,8634,,,base.ch,Swisslux AG,contact,info@eurebis.ch,TRUE,www.eurebis.ch,de_DE,+41 44 928 30 01,,+41 44 928 30 00,132592,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_30,,,,,,0,,Eurebis AG,
scenario.partner_132738,no-message,,FALSE,Werk OFTRINGEN,true,Oftringen,scenario.res_users_dla,4665,,,base.ch,Swisslux AG,contact,contact.cawapac@dssmith.com,TRUE,www.dssmith-packaging.ch,de_DE,+41 43 833 10 10,Industriestrasse,+41 43 833 10 00,132738,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_18,,,,,,0,,DS Smith Packaging Switzerland AG ,
scenario.partner_132785,no-message,,FALSE,"c/o 717 Market Street, Suite 600",true,San Francisco,,CA 94103,,,base.ch,Swisslux AG,contact,prosupport@gonitro.com,TRUE,,en_US,415 520 0967,,415 369 9296,132785,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,,,,,,,0,,Nitro PDF Pty Ltd,
scenario.partner_132847,no-message,,FALSE,Im Langhag 5,true,Effretikon,,8307,,,base.ch,Swisslux AG,contact,info@kubo.ch,TRUE,,de_DE,+41 52 354 18 88,,+41 52 354 18 18,132847,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,,,,,,,0,,Kubo Tech AG,
scenario.partner_133008,no-message,,FALSE,J. Schmidheinystr. 244,true,Heerbrugg,scenario.res_users_mka,9435,,,base.ch,Swisslux AG,contact,,TRUE,,de_DE,,,+41 71 720 07 00,133008,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_6,,,,,,0,,HSB-Weibel AG,
scenario.partner_133077,no-message,,FALSE,Dornwydenweg 11,true,Arlesheim,,4144,,,base.ch,Swisslux AG,contact,info@wuerth-ag.ch,TRUE,www.wuerth-ag.ch,de_DE,,,+41 61 705 91 11,133077,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_25,,,,headquarter,,0,,Würth AG,
scenario.partner_133269,warning,"Swisslux Kunden-Nr. bei AFEX = 000068DF
",FALSE,21045 Califa Street,true,Woodland Hills,,CA 91367,,,base.us,Swisslux AG,contact,info.zurich@afex.com,TRUE,,de_DE,+41 848 233 939,,+41 848 233 924,133269,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,,,,,,,0,,Associated Foreign Exchange,
scenario.partner_133332,no-message,,FALSE,Rössligasse 2,true,Brunnen,scenario.res_users_dla,6440,,,base.ch,Swisslux AG,contact,info@qualisales.ch,TRUE,www.qualisales.ch,de_DE,+41 41 750 59 02,,+41 41 750 53 43,133332,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_16,,,,,,0,,QualiSales AG,
scenario.partner_133434,no-message,,FALSE,Limmatstrasse 310,true,Zürich,scenario.res_users_dla,8005,,,base.ch,Swisslux AG,contact,wbs@kvz-schule.ch,TRUE,,de_DE,+41 44 444 66 29,,+41 44 444 66 44,133434,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_13,,8037,Zürich,,,0,,KV ZÜRICH BUSINESS SCHOOL,
scenario.partner_133455,no-message,,FALSE,Markus Schildknecht,true,Schwendi im Weisstannental,scenario.res_users_mka,7325,,,base.ch,Swisslux AG,contact,info@schi.ch,TRUE,www.schi.ch,de_DE,,Steineggstrasse 10,+41 81 710 42 77,133455,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_6,,,,,,0,,Schildknecht Consulting,
scenario.partner_133459,no-message,,FALSE,Wilerstrasse 73,true,Gossau SG,scenario.res_users_mka,9200,,,base.ch,Swisslux AG,contact,kontakt@hsi-ag.ch,TRUE,www.hsi-ag.ch,de_DE,,,+41 71 845 65 65,133459,true,Europe/Zurich,true,0,,TRUE,FALSE,0,FALSE,scenario.region_6,,,,,,0,,HSi Elektronik AG,
scenario.partner_133477,no-message,,FALSE,Altenbergstrasse 29,true,Bern 8,scenario.res_users_mle,3000,,,base.ch,Swisslux AG,contact,,TRUE,,de_DE,,,,133477,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_17,,,,,,0,,SensNorm,
scenario.partner_133579,no-message,,FALSE,Winterthurerstrasse 430,true,Zürich,,8051,,,base.ch,Swisslux AG,contact,,TRUE,,de_DE,,,+41 78 830 46 30,133579,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,,,,,,,0,,Gergis Farhad Ismail,
scenario.partner_133639,no-message,,FALSE,Selnaustrasse 32,true,Zürich,,8022,,,base.ch,Swisslux AG,contact,beglaubigung@zhk.ch,TRUE,,de_DE,,,+41 44 217 40 40,133639,true,Europe/Zurich,true,0,,TRUE,FALSE,0,FALSE,,,,,,,0,,Zürcher Handelskammer,
scenario.partner_133684,no-message,,FALSE,Inserate-Administration,true,Wetzikon ZH,,8620,,,base.ch,Swisslux AG,contact,inserate@zol.ch,TRUE,,de_DE,,Rapperswilerstrasse 1,,133684,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,,1425,8620,Wetzikon ZH,,,0,,Zürcher Oberland Medien AG,
scenario.partner_133724,no-message,,FALSE,Baarerstrasse 80,true,Zug,,6300,,,base.ch,Swisslux AG,contact,info@itc-b.ch,TRUE,,de_DE,,,+41 55 552 55 55,133724,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,,,,,,,0,,IT Consulting Braunwalder & Co.,
scenario.partner_133802,no-message,,FALSE,Flüelastrasse 21,true,Zürich,,8047,,,base.ch,Swisslux AG,contact,info@zuerich-engineering.ch,TRUE,,de_DE,+41 44 401 11 57,,+41 44 401 1144,133802,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,,,,,,,0,,Zürich Engineering GmbH,
scenario.partner_133803,no-message,,FALSE,Abklärung – Ausbildung – Integration,true,Männedorf,,8708,,,base.ch,Swisslux AG,contact,mailbox@appisberg.ch,TRUE,http://www.appisberg.ch,de_DE,+41 43 843 43 44,Im Russer 108,+41 43 843 43 43,133803,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,,,,,,,0,,Appisberg,
scenario.partner_133813,no-message,,FALSE,Lagerstrasse 107,true,Zürich,,8004,,,base.ch,Swisslux AG,contact,,TRUE,,de_DE,+41 44 250 52 69,,+41 44 250 52 52,133813,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,,,,,,,0,,H&B Real Estate AG,
scenario.partner_133865,no-message,,FALSE,Riehenring 109,true,Basel,,4058,,,base.ch,Swisslux AG,contact,basel@easyhotelschweiz.ch  ,TRUE,,de_DE,,,+41 61 686 55 58,133865,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,,,,,,,0,,easyHotel Basel,
scenario.partner_133890,no-message,,FALSE,Laubisrütistrasse 52,true,Stäfa,,8712,,,base.ch,Swisslux AG,contact,info@maisontruffe.ch,TRUE,,de_DE,,,+41 44 918 70 70,133890,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,,,,,,,0,,Maison Truffe AG,
scenario.partner_133905,no-message,,FALSE,Verpackungen AG,true,Regensdorf,scenario.res_users_rhu,8105,,,base.ch,Swisslux AG,contact,beratung@ratioform.ch,TRUE,www.ratioform.ch,de_DE,+41 43 411 60 11,Althardstrasse 257,+41 43 411 60 10,133905,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_9,,,,,,0,,ratioform,
scenario.partner_133915,no-message,,FALSE,Stapfenstrasse 81,true,Bern,scenario.res_users_mle,3018,,,base.ch,Swisslux AG,contact,,TRUE,www.fellergut.ch,de_DE,,,+41 31 990 97 97,133915,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_17,,,,,,0,,Alterswohnheim Fellergut AG,
scenario.partner_133919,no-message,,FALSE,Burghofstrasse 20,true,Regensdorf,scenario.res_users_rhu,8105,,,base.ch,Swisslux AG,contact,,TRUE,www.innflow.com,de_DE,+41 58 705 07 07,,+41 58 705 07 05,133919,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_9,,,,,,0,,Innflow AG,
scenario.partner_133928,no-message,,FALSE,Motorenstrasse 2,true,Wetzikon ZH,,8623,,,base.ch,Swisslux AG,contact,,TRUE,www.steiner-beck.ch,de_DE,+41 44 931 13 42,,+41 44 931 13 40,133928,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,,,,,,,0,,Steiner-Beck AG,
scenario.partner_134030,no-message,,FALSE,Altenbergstrasse 29,true,Bern,,3000,,,base.ch,Swisslux AG,contact,info@slg.ch,TRUE,,de_DE,+41 31 313 88 99,,+41 31 313 88 11,134030,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,,686,3000 Bern 8,,,,0,,Schweizer Licht Gesellschaft,
scenario.partner_134041,no-message,,FALSE,"EPFL Innovation Park, Bâtiment A",true,Lausanne,,1015,,,base.ch,Swisslux AG,contact,info@camptocamp.com,TRUE,,de_DE,,,+41 21 619 10 10,134041,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,,,,,,,0,,Camptocamp SA,
scenario.partner_134073,no-message,,FALSE,Ristorante Schönau,true,Hombrechtikon,,8634,,,base.ch,Swisslux AG,contact,info@pizza-fee.ch,TRUE,,de_DE,,Feldbachstrasse 3,+41 55 244 14 64,134073,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,,,,,,,0,,Pizza Fee 662,
scenario.partner_134111,no-message,,FALSE,Hauptstätter Str. 89,true,Stuttgart,,D-70178,,,base.ch,Swisslux AG,contact,,TRUE,www.instinctools.de,de_DE,,,+49 711 66 483 690,134111,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,,,,,,,0,,instinctools GmbH,
scenario.partner_134172,no-message,,FALSE,Brugglenstrasse 2 A,true,Volketswil,,8604,,,base.ch,Swisslux AG,contact,,TRUE,,de_DE,,,+41 71 910 26 25,134172,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,,,,,,,0,,Schneider Mischa,
scenario.partner_134173,no-message,,FALSE,Dotzingenstrasse 2a,true,Busswil b. Büren,,3292,,,base.ch,Swisslux AG,contact,,TRUE,,de_DE,,,,134173,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,,,,,,,0,,Hauser Kurt,
scenario.partner_134214,no-message,,FALSE,Behringweg 2,true,Lüdenscheid,,58515,,,base.de,Swisslux AG,contact,info@vario-marketing.de,TRUE,,de_DE,+49 2351 673663,,+49 2351 459907,134214,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,,,,,,,0,,Vario-Marketing R. Stoberock,
scenario.partner_134280,no-message,,FALSE,Aescherstrasse 6,true,Fahrwangen,,5615,,,base.ch,Swisslux AG,contact,,TRUE,,de_DE,+41 917 39 90,,+41 917 39 88,134280,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,,,,,,,0,,Schuhbus GmbH,
scenario.partner_134293,no-message,,FALSE,Training und Coaching,true,Landschlacht,,8597,,,base.ch,Swisslux AG,contact,mb@mariusboesch.ch,TRUE,,de_DE,,Im Seegarte 7,+41 79 421 35 45,134293,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,,,,,,,0,,Marius Boesch Trainings,
scenario.partner_134300,no-message,,FALSE,Seefeldstrasse 19,true,Zürich,,Florastrasse 49,,,base.ch,Swisslux AG,contact,law@lanter.biz,TRUE,,de_DE,+41 44 250 29 00,,+41 44 250 29 29,134300,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,,1418,8032,Zürich,,,0,,MV Legal Partners LLC,
scenario.partner_134303,no-message,,FALSE,Frauentalstrasse 3,true,Hagendorn,,6332,,,base.ch,Swisslux AG,contact,,TRUE,,de_DE,,,,134303,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,,,,,,,0,,workfashion.com ag,
scenario.partner_134320,no-message,,FALSE,Seestrasse 156,true,Stäfa,,8712,,,base.ch,Swisslux AG,contact,info@villa-s.ch,TRUE,,de_DE,,,+41 44 927 30 90,134320,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,,,,,,,0,,Restaurant Villa Sunneschy,
scenario.partner_134325,no-message,,FALSE,Hinwilerstrasse 11,true,Ottikon (Gossau ZH),,8626,,,base.ch,Swisslux AG,contact,,TRUE,,de_DE,,,,134325,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,,,,,,,0,,Artho Jürg,
scenario.partner_13650,no-message,,FALSE,Obere Allmeind 2,true,Ennenda,scenario.res_users_mka,8755,,,base.ch,Swisslux AG,contact,vertrieb.schweiz@tridonic.com,TRUE,www.tridonicatco.ch,de_DE,+41 55 645 47 40,,+41 55 645 47 47,13650,true,Europe/Zurich,true,0,,TRUE,FALSE,0,FALSE,scenario.region_3,,,,,,0,,Tridonic AG,
scenario.partner_13698,warning,"
Leuchtenhersteller 25% auf Netto bei Selbereinbau

ACHTUNG Zahlungen pr\'fcfen!\f1\fs17




",FALSE,St. Gallerstrasse 49,true,Herisau,scenario.res_users_mka,9100,,,base.ch,Swisslux AG,contact,,TRUE,www.fluora.ch,de_DE,+41 71 353 07 07,,+41 71 353 06 06,13698,true,Europe/Zurich,true,3000,,TRUE,FALSE,0,FALSE,scenario.region_2,224,9101,,,,0,,Fluora Leuchten AG,
scenario.partner_90000,warning,"UPS Sendung nach HW Kundennr: WW6849





",FALSE,40 Shek Pai Wan Road,true,Hong Kong,scenario.res_users_rgl,Aberdeen,,,base.cn,Swisslux AG,contact,hugewin@netvigator.com,TRUE,,en_US,+852 28141914,,+852 28730305,90000,true,Europe/Zurich,true,0,,TRUE,FALSE,0,FALSE,scenario.region_8,,,,,1,0,,Huge Win Company Limited,
scenario.partner_90001,warning,"{\rtf1\ansi\ansicpg1252\deff0\deflang2055
\viewkind4\uc1\f0\fs20




",FALSE,Gerberstrasse 33,true,Lindlar,,51789,,,base.de,Swisslux AG,contact,info@beg.de,TRUE,www.beg-luxomat.com,de_DE,+49 2266 90121510,,+49 2266 901210,90001,true,Europe/Zurich,true,0,,TRUE,FALSE,0,FALSE,scenario.region_8,,,,,,0,,B.E.G. Brück Electronic GmbH,
scenario.partner_90002,no-message,,FALSE,An der Strusbeck 40,true,Ahrensburg,,22926,,,base.de,Swisslux AG,contact,vertrieb@etsysteme.de,TRUE,,de_DE,+49 4102 481114,,+49 4102 4810,90002,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,,,,,,,0,,Peter Kremser Werksvertretungen,
scenario.partner_90003,no-message,,FALSE,Am Trimbuschhof 16-18,true,Herne,,44628,,,base.de,Swisslux AG,contact,,TRUE,www.hernerglas.de,de_DE,+49 2323 54198,,+49 2323 17750,90003,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,,,,,,,0,,Herner Glas,
scenario.partner_90005,no-message,,FALSE,Contact Center Fixnet,true,Bern,scenario.res_users_mle,3050,,,base.ch,Swisslux AG,contact,fixnet.contactcenter@swisscom.com,TRUE,,de_DE,0800 800 802,Waldeggstrasse 51,0800 055 055,90005,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_17,,,,,,0,,Swisscom (Schweiz) AG,
scenario.partner_90016,no-message,,FALSE,Prattelerstrasse 23,true,Basel,,4052,,,base.ch,Swisslux AG,contact,,TRUE,,de_DE,+41 61 317 44 00,,+41 61 317 44 44,90016,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_14,,,,,,0,,Focus Discount AG,
scenario.partner_90023,warning,"Email: info@swisslux.ch
Passwort: teamlux\lang2055
",FALSE,Industrie- und Bürobedarf,true,Meisterschwanden,scenario.res_users_mle,5616,,,base.ch,Swisslux AG,contact,office@medewo.ch,TRUE,,de_DE,+41 56 6766099,Bahnhofstrasse 352,+41 56 6766090,90023,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_40,,,,,,0,,Medewo AG,
scenario.partner_90026,no-message,,FALSE,Hertistrasse 25,true,Wallisellen,,8304,,,base.ch,Swisslux AG,contact,info@neopost.ch,TRUE,,de_DE,+41 84 823 12 32,,+41 84 823 12 31,90026,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_30,,,,,,0,,Neopost AG,
scenario.partner_90029,warning,"
Achtung: Minimum Halogenlampen ab 100 St\'fcck CHF 3.40 pro Artikel
 Achtung: Minimum PL-Leuchtmittel 10 Stk. pro Artikel
 
 Bestellwert ab Netto CHF 150.00 Porto frei!\f1\fs17 




",FALSE,EM Elevite Lichtkompetenzzentrum,true,Spreitenbach,scenario.res_users_rhu,8957,,,base.ch,Swisslux AG,contact,info@elevite.ch,TRUE,www.elevite.ch,de_DE,0800 60 70 80,Fegistrasse 9,+41 56 419 70 70,90029,true,Europe/Zurich,true,0,,TRUE,FALSE,0,FALSE,scenario.region_22,,,,,,0,,elevite AG,
scenario.partner_90033,warning,"Email: info@swisslux.ch
Passwort: xa7200
",FALSE,c/o Magazine zum Globus,true,Zürich,,8045,,,base.ch,Swisslux AG,contact,,TRUE,,de_DE,0800 804 888,Eichstrasse 27,0844 822 816,90033,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_13,,,,,,0,,Office World AG,
scenario.partner_90039,no-message,,FALSE,Ramsteinerstrasse 30,true,Basel,,4052,,,base.ch,Swisslux AG,contact,info@eldas.ch,TRUE,,de_DE,+41 61 3859848,,+41 61 3859858,90039,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_14,,,,,,0,,ELDAS Elektro Datenbank Schweiz,
scenario.partner_90050,warning,dave.wuergler@s,FALSE,Seegartenstrasse 2,true,Zürich,,8002,,,base.ch,Swisslux AG,contact,,TRUE,,de_DE,+41 44 2113492,,+41 44 2114058,90050,true,Europe/Zurich,false,0,,TRUE,FALSE,0,FALSE,scenario.region_13,,,,,,0,,Verband Zürcher Handelsfirmen,
